userId,reviews
298,51
299,51
300,5
301,16
302,2
303,36
304,32
305,26
306,131
307,384
308,2
309,19
310,3
311,155
312,8
313,7
314,101
315,3
316,116
317,1
318,143
319,30
320,18
321,100
322,148
323,18
324,35
325,7
326,18
327,52
328,2
329,53
330,29
331,155
332,1
333,2
334,81
335,67
336,205
337,1
338,1
339,1
340,3
341,3
342,16
343,5
344,12
345,8
346,112
347,2
348,9
349,5
350,6
351,2
352,96
353,1
354,10
355,39
356,14
357,42
358,62
359,25
360,2
361,34
362,2
363,89
364,4
365,51
366,15
367,43
368,14
369,1
370,37
371,5
372,1
373,23
374,1
375,59
376,7
377,1
378,3
379,9
380,5
381,20
382,72
383,19
384,13
385,5
386,81
387,143
388,18
389,123
390,1
391,15
392,14
393,26
394,6
395,3
396,1
397,79
398,23
399,104
400,1
401,60
402,55
403,1
404,7
405,1
406,13
407,3
408,6
409,4
410,320
411,5
412,57
413,1
414,537
415,322
416,105
417,145
418,1
419,244
420,3
421,25
422,2
423,5
424,6
425,2
426,6
427,55
428,3
429,1
430,117
431,11
432,25
433,19
434,2
435,142
436,143
437,10
438,28
439,114
440,40
441,6
442,11
443,2
444,3
445,9
446,134
447,1
448,4
449,23
450,88
451,9
452,81
453,130
454,107
455,1
456,3
457,2
458,94
459,14
460,12
461,53
462,5
463,47
464,25
465,12
466,42
467,17
468,35
469,2
470,3
471,22
472,39
473,2
474,33
475,73
476,2
477,36
478,14
479,9
480,28
481,4
482,46
483,2
484,45
485,147
486,3
487,24
488,4
489,1
490,29
491,132
492,15
493,2
494,1
495,1
496,433
497,392
498,6
499,1
500,177
501,2
502,24
503,15
504,23
505,3
506,2
507,2
508,1
509,18
510,584
511,12
512,24
513,27
514,11
515,57
516,3
517,5
518,1
519,4
520,2
521,198
522,46
523,1
524,2
525,67
526,7
527,11
528,3
529,12
530,1
531,74
532,2
533,38
534,42
535,9
536,5
537,16
538,146
539,24
540,21
541,17
542,33
543,39
544,6
545,13
546,2
547,41
548,598
549,7
550,12
551,4
552,3
553,10
554,169
555,9
556,4
557,7
558,8
559,61
560,2
561,6
562,4
563,17
564,9
565,33
566,8
567,19
568,44
569,35
570,8
571,12
572,24
573,43
574,32
575,4
576,11
577,97
578,3
579,2
580,5
581,28
582,21
583,6
584,69
585,7
586,3
587,11
588,4
589,6
590,43
591,16
592,8
593,47
594,38
595,72
596,188
597,8
598,45
599,6
600,10
601,12
602,18
603,2
604,27
605,13
606,4
607,1
608,405
609,3
610,56
611,25
612,24
613,2
614,6
615,3
616,9
617,4
618,10
619,98
620,4
621,18
622,6
623,64
624,2
625,14
626,24
627,35
628,26
629,37
630,7
631,57
632,59
633,3
634,10
635,124
636,151
637,21
638,4
639,69
640,3
641,7
642,1
643,176
644,1
645,3
646,83
647,5
648,5
649,2
650,11
651,253
652,20
653,7
654,58
655,4
656,8
657,9
658,144
659,43
660,5
661,1
662,8
663,3
664,84
665,3
666,1
667,4
668,159
669,6
670,50
671,5
672,2
673,1
674,501
675,93
676,33
677,2
678,110
679,13
680,103
681,110
682,1
683,121
684,1
685,8
686,33
687,9
688,12
689,93
690,31
691,2
692,13
693,211
694,13
695,11
696,105
697,9
698,1
699,13
700,8
701,2
702,1
703,12
704,6
705,8
706,6
707,21
708,29
709,1
710,71
711,1
712,4
713,3
714,2
715,4
716,14
717,2
718,5
719,16
720,2
721,28
722,42
723,6
724,124
725,7
726,242
727,2
728,80
729,2
730,18
731,9
732,4
733,16
734,3
735,10
736,4
737,3
738,68
739,176
740,3
741,4
742,6
743,240
744,11
745,99
746,2
747,3
748,16
749,2
750,15
751,321
752,16
753,1
754,1
755,4
756,23
757,2
758,43
759,2
760,21
761,36
762,67
763,126
764,1
765,38
766,9
767,6
768,8
769,90
770,1
771,10
772,121
773,5
774,1
775,77
776,85
777,5
778,32
779,1
780,98
781,59
782,1
783,144
784,1
785,2
786,2
787,13
788,2
789,1
790,120
791,54
792,6
793,48
794,44
795,13
796,1
797,8
798,1
799,5
800,27
801,126
802,6
803,1
804,6
805,6
806,36
807,2
808,96
809,26
810,8
811,12
812,1
813,97
814,7
815,6
816,13
817,95
818,20
819,17
820,20
821,22
822,5
823,1
824,19
825,7
826,6
827,5
828,4
829,5
830,18
831,3
832,28
833,23
834,7
835,1
836,20
837,9
838,1
839,9
840,16
841,48
842,167
843,1
844,1
845,1
846,3
847,6
848,262
849,152
850,4
851,5
852,1
853,76
854,32
855,12
856,3
857,158
858,6
859,121
860,103
861,33
862,1
863,9
864,15
865,12
866,89
867,2
868,2
869,3
870,3
871,18
872,21
873,20
874,18
875,2
876,11
877,208
878,29
879,134
880,19
881,3
882,1
883,8
884,13
885,24
886,32
887,2
888,17
889,35
890,1
891,1
892,21
893,2
894,5
895,1
896,24
897,8
898,517
899,43
900,8
901,47
902,7
903,1
904,1
905,49
906,2
907,19
908,79
909,12
910,24
911,11
912,16
913,18
914,4
915,27
916,2
917,38
918,1
919,14
920,10
921,1
922,4
923,19
924,7
925,4
926,22
927,1
928,12
929,34
930,24
931,4
932,9
933,67
934,4
935,1
936,76
937,6
938,3
939,15
940,95
941,7
942,2
943,1
944,295
945,16
946,24
947,2
948,3
949,66
950,10
951,95
952,3
953,44
954,196
955,1
956,2
957,14
958,14
959,3
960,5
961,72
962,260
963,85
964,98
965,3
966,1
967,2
968,6
969,5
970,4
971,75
972,1
973,6
974,4
975,1
976,25
977,22
978,17
979,106
980,4
981,1
982,1
983,1
984,11
985,68
986,12
987,125
988,5
989,18
990,124
991,90
992,4
993,1
994,34
995,2
996,2
997,89
998,33
999,8
1000,6
1001,6
1002,2
1003,4
1004,20
1005,1
1006,20
1007,2
1008,2
1009,11
1010,8
1011,42
1012,22
1013,79
1014,4
1015,16
1016,95
1017,1
1018,89
1019,2
1020,7
1021,6
1022,8
1023,39
1024,134
1025,21
1026,1
1027,2
1028,2
1029,2
1030,1
1031,9
1032,13
1033,2
1034,45
1035,11
1036,13
1037,3
1038,129
1039,4
1040,5
1041,12
1042,34
1043,227
1044,18
1045,7
1046,7
1047,59
1048,12
1049,6
1050,108
1051,1
1052,1
1053,6
1054,1
1055,12
1056,84
1057,8
1058,27
1059,30
1060,22
1061,117
1062,1
1063,54
1064,5
1065,2
1066,4
1067,72
1068,18
1069,45
1070,1
1071,141
1072,89
1073,73
1074,6
1075,2
1076,3
1077,37
1078,148
1079,2
1080,3
1081,2
1082,1
1083,9
1084,17
1085,4
1086,82
1087,32
1088,4
1089,3
1090,18
1091,13
1092,1
1093,1
1094,24
1095,1
1096,12
1097,128
1098,7
1099,8
1100,390
1101,73
1102,93
1103,3
1104,5
1105,1
1106,7
1107,155
1108,10
1109,46
1110,3
1111,7
1112,2
1113,8
1114,13
1115,24
1116,2
1117,65
1118,12
1119,7
1120,1
1121,12
1122,19
1123,7
1124,21
1125,3
1126,5
1127,24
1128,1
1129,219
1130,90
1131,5
1132,8
1133,97
1134,20
1135,13
1136,4
1137,149
1138,1
1139,205
1140,81
1141,10
1142,27
1143,27
1144,40
1145,26
1146,84
1147,6
1148,1
1149,25
1150,10
1151,62
1152,17
1153,51
1154,46
1155,2
1156,3
1157,16
1158,1
1159,1
1160,31
1161,67
1162,2
1163,16
1164,1
1165,24
1166,21
1167,14
1168,3
1169,16
1170,18
1171,2
1172,4
1173,2
1174,72
1175,116
1176,136
1177,87
1178,14
1179,3
1180,34
1181,18
1182,2
1183,1
1184,4
1185,5
1186,1
1187,26
1188,24
1189,7
1190,112
1191,2
1192,116
1193,1
1194,11
1195,6
1196,1
1197,1
1198,304
1199,4
1200,4
1201,1
1202,26
1203,57
1204,53
1205,4
1206,9
1207,6
1208,10
1209,2
1210,9
1211,18
1212,30
1213,7
1214,16
1215,3
1216,47
1217,3
1218,9
1219,2
1220,43
1221,230
1222,2
1223,7
1224,14
1225,7
1226,6
1227,14
1228,4
1229,1
1230,7
1231,440
1232,105
1233,2
1234,78
1235,76
1236,197
1237,6
1238,1
1239,1
1240,1
1241,4
1242,18
1243,80
1244,11
1245,24
1246,1
1247,1
1248,1
1249,36
1250,18
1251,22
1252,6
1253,7
1254,10
1255,7
1256,91
1257,30
1258,119
1259,5
1260,1
1261,604
1262,21
1263,126
1264,7
1265,3
1266,24
1267,29
1268,42
1269,2
1270,40
1271,86
1272,2
1273,25
1274,7
1275,70
1276,6
1277,3
1278,5
1279,1
1280,7
1281,84
1282,1
1283,2
1284,5
1285,21
1286,4
1287,1
1288,12
1289,33
1290,35
1291,3
1292,100
1293,24
1294,22
1295,6
1296,5
1297,31
1298,18
1299,12
1300,7
1301,48
1302,143
1303,55
1304,37
1305,4
1306,12
1307,146
1308,2
1309,35
1310,17
1311,11
1312,15
1313,10
1314,1
1315,6
1316,4
1317,115
1318,78
1319,76
1320,2
1321,263
1322,33
1323,25
1324,12
1325,10
1326,5
1327,6
1328,4
1329,126
1330,1
1331,2
1332,4
1333,2
1334,9
1335,1
1336,6
1337,1
1338,1
1339,32
1340,52
1341,1
1342,23
1343,3
1344,1
1345,20
1346,1
1347,5
1348,3
1349,133
1350,12
1351,13
1352,3
1353,14
1354,8
1355,1
1356,1
1357,68
1358,367
1359,103
1360,10
1361,54
1362,34
1363,26
1364,37
1365,1
1366,23
1367,128
1368,1
1369,18
1370,320
1371,6
1372,1
1373,7
1374,11
1375,158
1376,5
1377,14
1378,3
1379,1
1380,8
1381,2
1382,8
1383,5
1384,5
1385,37
1386,14
1387,56
1388,16
1389,1
1390,14
1391,8
1392,3
1393,1
1394,54
1395,99
1396,14
1397,3
1398,5
1399,9
1400,27
1401,47
1402,25
1403,2
1404,64
1405,15
1406,62
1407,29
1408,28
1409,8
1410,1
1411,2
1412,66
1413,4
1414,2
1415,11
1416,23
1417,4
1418,2
1419,4
1420,53
1421,1
1422,102
1423,1
1424,1
1425,48
1426,42
1427,5
1428,118
1429,52
1430,9
1431,3
1432,123
1433,6
1434,16
1435,633
1436,2
1437,3
1438,11
1439,98
1440,17
1441,23
1442,90
1443,19
1444,6
1445,7
1446,63
1447,60
1448,1
1449,5
1450,9
1451,11
1452,4
1453,31
1454,118
1455,309
1456,80
1457,64
1458,2
1459,4
1460,8
1461,9
1462,2
1463,37
1464,69
1465,13
1466,173
1467,63
1468,2
1469,70
1470,13
1471,1
1472,10
1473,47
1474,115
1475,2
1476,2
1477,2
1478,76
1479,1
1480,1
1481,6
1482,116
1483,40
1484,22
1485,11
1486,83
1487,54
1488,23
1489,16
1490,1
1491,2
1492,16
1493,3
1494,73
1495,9
1496,1
1497,11
1498,7
1499,1
1500,25
1501,8
1502,6
1503,16
1504,2
1505,8
1506,1
1507,6
1508,3
1509,52
1510,20
1511,1
1512,7
1513,11
1514,11
1515,2
1516,44
1517,3
1518,2
1519,2
1520,1
1521,140
1522,9
1523,268
1524,1
1525,26
1526,11
1527,4
1528,36
1529,2
1530,7
1531,17
1532,36
1533,129
1534,6
1535,8
1536,65
1537,1
1538,118
1539,25
1540,12
1541,4
1542,16
1543,8
1544,50
1545,27
1546,8
1547,4
1548,134
1549,59
1550,100
1551,12
1552,5
1553,255
1554,10
1555,26
1556,3
1557,2
1558,37
1559,5
1560,5
1561,1
1562,35
1563,214
1564,8
1565,4
1566,19
1567,5
1568,2
1569,18
1570,23
1571,4
1572,4
1573,16
1574,1
1575,19
1576,9
1577,2
1578,8
1579,3
1580,92
1581,235
1582,273
1583,1
1584,6
1585,2
1586,1
1587,35
1588,82
1589,5
1590,17
1591,29
1592,30
1593,1
1594,12
1595,5
1596,11
1597,8
1598,1
1599,111
1600,2
1601,16
1602,1
1603,24
1604,16
1605,16
1606,1
1607,91
1608,3
1609,8
1610,23
1611,5
1612,3
1613,22
1614,1
1615,9
1616,125
1617,2
1618,21
1619,201
1620,95
1621,2
1622,20
1623,4
1624,80
1625,49
1626,21
1627,2
1628,1
1629,54
1630,2
1631,91
1632,14
1633,26
1634,2
1635,59
1636,2
1637,8
1638,2
1639,3
1640,1
1641,1
1642,2
1643,2
1644,32
1645,17
1646,175
1647,9
1648,1
1649,2
1650,4
1651,5
1652,80
1653,23
1654,5
1655,2
1656,32
1657,2
1658,10
1659,13
1660,11
1661,2
1662,3
1663,135
1664,3
1665,3
1666,7
1667,2
1668,108
1669,162
1670,29
1671,41
1672,4
1673,4
1674,7
1675,4
1676,6
1677,8
1678,1
1679,4
1680,16
1681,1
1682,74
1683,3
1684,18
1685,33
1686,29
1687,30
1688,88
1689,25
1690,5
1691,15
1692,15
1693,6
1694,26
1695,33
1696,6
1697,7
1698,9
1699,8
1700,67
1701,10
1702,2
1703,5
1704,168
1705,2
1706,7
1707,205
1708,11
1709,1
1710,110
1711,70
1712,2
1713,92
1714,3
1715,3
1716,1
1717,20
1718,5
1719,12
1720,2
1721,86
1722,9
1723,14
1724,6
1725,2
1726,104
1727,10
1728,86
1729,9
1730,110
1731,28
1732,50
1733,1
1734,40
1735,113
1736,23
1737,41
1738,6
1739,9
1740,112
1741,6
1742,205
1743,17
1744,8
1745,1
1746,3
1747,11
1748,3
1749,21
1750,2
1751,2
1752,31
1753,79
1754,2
1755,100
1756,4
1757,5
1758,35
1759,91
1760,59
1761,4
1762,13
1763,1
1764,6
1765,59
1766,2
1767,1
1768,13
1769,2
1770,54
1771,5
1772,5
1773,11
1774,5
1775,23
1776,1
1777,4
1778,213
1779,16
1780,5
1781,19
1782,89
1783,5
1784,130
1785,24
1786,12
1787,3
1788,2
1789,16
1790,1
1791,3
1792,96
1793,10
1794,9
1795,31
1796,1
1797,19
1798,2
1799,1
1800,7
1801,8
1802,41
1803,27
1804,15
1805,30
1806,1
1807,143
1808,79
1809,21
1810,30
1811,52
1812,143
1813,18
1814,45
1815,27
1816,13
1817,3
1818,1
1819,8
1820,5
1821,3
1822,4
1823,4
1824,2
1825,8
1826,22
1827,165
1828,21
1829,23
1830,15
1831,1
1832,4
1833,37
1834,47
1835,4
1836,31
1837,10
1838,110
1839,17
1840,1
1841,125
1842,173
1843,5
1844,8
1845,11
1846,37
1847,9
1848,2
1849,1
1850,2
1851,6
1852,6
1853,7
1854,108
1855,6
1856,29
1857,5
1858,25
1859,168
1860,18
1861,1
1862,58
1863,14
1864,61
1865,46
1866,9
1867,5
1868,45
1869,5
1870,25
1871,4
1872,5
1873,2
1874,1
1875,1
1876,82
1877,1
1878,6
1879,3
1880,11
1881,1
1882,39
1883,7
1884,2
1885,5
1886,79
1887,4
1888,19
1889,31
1890,77
1891,38
1892,11
1893,4
1894,6
1895,1
1896,3
1897,38
1898,2
1899,11
1900,27
1901,25
1902,119
1903,1
1904,3
1905,3
1906,3
1907,5
1908,4
1909,11
1910,6
1911,99
1912,5
1913,14
1914,20
1915,9
1916,35
1917,5
1918,5
1919,16
1920,100
1921,125
1922,12
1923,2
1924,80
1925,1
1926,6
1927,8
1928,44
1929,1
1930,1
1931,3
1932,28
1933,8
1934,12
1935,3
1936,2
1937,8
1938,1
1939,11
1940,94
1941,59
1942,7
1943,1
1944,20
1945,3
1946,127
1947,3
1948,15
1949,5
1950,77
1951,1
1952,6
1953,49
1954,2
1955,3
1956,8
1957,28
1958,1
1959,30
1960,3
1961,34
1962,6
1963,1
1964,1
1965,2
1966,1
1967,105
1968,12
1969,106
1970,125
1971,27
1972,6
1973,12
1974,4
1975,1
1976,32
1977,7
1978,1
1979,4
1980,83
1981,5
1982,9
1983,1
1984,1
1985,2
1986,4
1987,3
1988,58
1989,1
1990,13
1991,5
1992,10
1993,11
1994,3
1995,7
1996,10
1997,24
1998,1
1999,5
2000,23
2001,1
2002,4
2003,1
2004,6
2005,8
2006,112
2007,1
2008,2
2009,27
2010,5
2011,22
2012,1
2013,5
2014,4
2015,8
2016,6
2017,1
2018,2
2019,2
2020,4
2021,9
2022,17
2023,12
2024,11
2025,4
2026,13
2027,2
2028,21
2029,1
2030,1
2031,12
2032,77
2033,1
2034,14
2035,2
2036,7
2037,17
2038,15
2039,1
2040,2
2041,35
2042,13
2043,2
2044,1
2045,1
2046,6
2047,1
2048,5
2049,2
2050,13
2051,16
2052,1
2053,15
2054,11
2055,17
2056,1
2057,4
2058,128
2059,123
2060,1
2061,25
2062,54
2063,8
2064,11
2065,9
2066,20
2067,1
2068,18
2069,9
2070,3
2071,1
2072,67
2073,28
2074,29
2075,29
2076,32
2077,2
2078,9
2079,1
2080,4
2081,1
2082,60
2083,1
2084,47
2085,237
2086,1
2087,1
2088,10
2089,8
2090,26
2091,1
2092,24
2093,52
2094,36
2095,6
2096,28
2097,4
2098,57
2099,65
2100,28
2101,202
2102,43
2103,10
2104,74
2105,21
2106,11
2107,1
2108,22
2109,17
2110,43
2111,1
2112,5
2113,9
2114,131
2115,3
2116,2
2117,10
2118,53
2119,2
2120,6
2121,2
2122,7
2123,7
2124,24
2125,2
2126,1
2127,2
2128,13
2129,2
2130,24
2131,9
2132,101
2133,3
2134,94
2135,1
2136,7
2137,6
2138,9
2139,3
2140,30
2141,2
2142,13
2143,12
2144,4
2145,9
2146,5
2147,6
2148,11
2149,69
2150,157
2151,7
2152,21
2153,2
2154,23
2155,26
2156,1
2157,73
2158,7
2159,7
2160,8
2161,1
2162,38
2163,40
2164,1
2165,9
2166,1
2167,7
2168,25
2169,2
2170,15
2171,1
2172,10
2173,5
2174,20
2175,27
2176,3
2177,6
2178,48
2179,4
2180,45
2181,7
2182,9
2183,16
2184,5
2185,60
2186,7
2187,37
2188,18
2189,8
2190,7
2191,2
2192,9
2193,4
2194,1
2195,100
2196,90
2197,32
2198,10
2199,2
2200,67
2201,4
2202,6
2203,215
2204,8
2205,6
2206,13
2207,1
2208,22
2209,4
2210,2
2211,44
2212,1
2213,2
2214,8
2215,8
2216,102
2217,165
2218,18
2219,12
2220,6
2221,20
2222,10
2223,3
2224,44
2225,1
2226,1
2227,45
2228,3
2229,2
2230,1
2231,1
2232,18
2233,1
2234,47
2235,14
2236,3
2237,7
2238,3
2239,2
2240,1
2241,6
2242,3
2243,66
2244,130
2245,72
2246,40
2247,1
2248,2
2249,1
2250,2
2251,5
2252,30
2253,42
2254,2
2255,26
2256,9
2257,23
2258,49
2259,38
2260,7
2261,98
2262,12
2263,2
2264,2
2265,10
2266,34
2267,54
2268,25
2269,1
2270,2
2271,9
2272,158
2273,113
2274,187
2275,2
2276,1
2277,4
2278,4
2279,1
2280,20
2281,5
2282,7
2283,28
2284,8
2285,1
2286,6
2287,23
2288,26
2289,30
2290,8
2291,1
2292,8
2293,18
2294,44
2295,8
2296,2
2297,1
2298,3
2299,5
2300,2
2301,86
2302,57
2303,67
2304,2
2305,9
2306,5
2307,8
2308,7
2309,35
2310,2
2311,29
2312,258
2313,6
2314,2
2315,25
2316,1
2317,37
2318,12
2319,7
2320,28
2321,72
2322,3
2323,15
2324,1
2325,1
2326,65
2327,52
2328,77
2329,12
2330,8
2331,4
2332,1
2333,2
2334,69
2335,109
2336,2
2337,6
2338,18
2339,6
2340,99
2341,10
2342,5
2343,2
2344,5
2345,9
2346,1
2347,106
2348,7
2349,89
2350,10
2351,8
2352,58
2353,9
2354,30
2355,81
2356,16
2357,72
2358,6
2359,5
2360,1
2361,5
2362,6
2363,1
2364,2
2365,19
2366,17
2367,1
2368,5
2369,1
2370,50
2371,9
2372,13
2373,111
2374,9
2375,94
2376,12
2377,49
2378,3
2379,57
2380,40
2381,18
2382,25
2383,2
2384,72
2385,1
2386,6
2387,8
2388,1
2389,1
2390,1
2391,6
2392,30
2393,104
2394,2
2395,4
2396,1
2397,9
2398,9
2399,1
2400,1
2401,1
2402,2
2403,1
2404,3
2405,1
2406,4
2407,11
2408,7
2409,1
2410,25
2411,21
2412,4
2413,1
2414,1
2415,26
2416,11
2417,1
2418,9
2419,4
2420,27
2421,2
2422,13
2423,7
2424,2
2425,5
2426,1
2427,2
2428,24
2429,16
2430,10
2431,38
2432,22
2433,10
2434,5
2435,11
2436,3
2437,33
2438,10
2439,6
2440,2
2441,8
2442,25
2443,6
2444,6
2445,23
2446,42
2447,5
2448,79
2449,27
2450,1
2451,4
2452,2
2453,18
2454,6
2455,13
2456,3
2457,50
2458,138
2459,41
2460,13
2461,7
2462,8
2463,3
2464,41
2465,12
2466,16
2467,5
2468,1
2469,15
2470,2
2471,13
2472,9
2473,8
2474,8
2475,17
2476,215
2477,6
2478,3
2479,11
2480,2
2481,7
2482,24
2483,8
2484,2
2485,1
2486,14
2487,2
2488,7
2489,18
2490,14
2491,27
2492,1
2493,1
2494,34
2495,42
2496,40
2497,6
2498,1
2499,19
2500,2
2501,4
2502,13
2503,8
2504,4
2505,16
2506,34
2507,2
2508,10
2509,2
2510,21
2511,4
2512,7
2513,54
2514,36
2515,122
2516,3
2517,1
2518,86
2519,1
2520,5
2521,44
2522,10
2523,92
2524,25
2525,5
2526,2
2527,7
2528,95
2529,6
2530,4
2531,209
2532,151
2533,23
2534,4
2535,3
2536,9
2537,3
2538,70
2539,11
2540,125
2541,67
2542,1
2543,13
2544,86
2545,6
2546,70
2547,119
2548,108
2549,4
2550,4
2551,15
2552,17
2553,1
2554,2
2555,8
2556,9
2557,7
2558,15
2559,2
2560,3
2561,6
2562,4
2563,5
2564,1
2565,3
2566,22
2567,3
2568,5
2569,8
2570,2
2571,22
2572,15
2573,60
2574,10
2575,14
2576,10
2577,2
2578,109
2579,1
2580,13
2581,18
2582,71
2583,1
2584,1
2585,12
2586,47
2587,4
2588,29
2589,29
2590,3
2591,9
2592,4
2593,2
2594,13
2595,51
2596,11
2597,16
2598,11
2599,87
2600,1
2601,11
2602,46
2603,8
2604,7
2605,1
2606,6
2607,1
2608,41
2609,1
2610,172
2611,2
2612,12
2613,41
2614,5
2615,2
2616,1
2617,10
2618,17
2619,19
2620,3
2621,3
2622,104
2623,4
2624,2
2625,3
2626,2
2627,247
2628,124
2629,25
2630,20
2631,3
2632,1
2633,1
2634,4
2635,27
2636,9
2637,2
2638,6
2639,47
2640,5
2641,3
2642,60
2643,10
2644,6
2645,1
2646,117
2647,18
2648,2
2649,3
2650,33
2651,16
2652,3
2653,14
2654,31
2655,15
2656,1
2657,2
2658,3
2659,21
2660,3
2661,2
2662,165
2663,8
2664,25
2665,8
2666,1
2667,9
2668,1
2669,1
2670,6
2671,10
2672,49
2673,13
2674,13
2675,1
2676,83
2677,9
2678,3
2679,4
2680,2
2681,8
2682,9
2683,1
2684,122
2685,3
2686,4
2687,6
2688,3
2689,9
2690,2
2691,5
2692,6
2693,19
2694,8
2695,13
2696,1
2697,11
2698,4
2699,2
2700,11
2701,9
2702,1
2703,1
2704,40
2705,1
2706,30
2707,49
2708,1
2709,4
2710,10
2711,39
2712,1
2713,2
2714,1
2715,34
2716,6
2717,2
2718,78
2719,1
2720,11
2721,1
2722,6
2723,1
2724,28
2725,1
2726,123
2727,3
2728,10
2729,3
2730,7
2731,3
2732,1
2733,32
2734,4
2735,5
2736,3
2737,19
2738,63
2739,45
2740,7
2741,221
2742,5
2743,10
2744,3
2745,43
2746,11
2747,78
2748,1
2749,67
2750,70
2751,12
2752,2
2753,2
2754,2
2755,3
2756,3
2757,10
2758,4
2759,31
2760,17
2761,1
2762,8
2763,5
2764,8
2765,5
2766,3
2767,1
2768,8
2769,98
2770,14
2771,5
2772,1
2773,3
2774,37
2775,18
2776,1
2777,2
2778,3
2779,1
2780,2
2781,9
2782,17
2783,10
2784,78
2785,1
2786,2
2787,13
2788,16
2789,29
2790,6
2791,6
2792,5
2793,1
2794,90
2795,3
2796,3
2797,5
2798,77
2799,34
2800,7
2801,1
2802,1
2803,17
2804,88
2805,4
2806,22
2807,2
2808,1
2809,2
2810,58
2811,1
2812,126
2813,7
2814,2
2815,3
2816,36
2817,17
2818,2
2819,16
2820,18
2821,6
2822,19
2823,5
2824,5
2825,7
2826,2
2827,71
2828,9
2829,2
2830,3
2831,4
2832,2
2833,14
2834,20
2835,15
2836,6
2837,185
2838,51
2839,64
2840,2
2841,1
2842,6
2843,2
2844,55
2845,73
2846,9
2847,1
2848,13
2849,143
2850,38
2851,1
2852,2
2853,15
2854,5
2855,4
2856,25
2857,1
2858,34
2859,4
2860,151
2861,7
2862,14
2863,8
2864,31
2865,7
2866,33
2867,15
2868,5
2869,2
2870,10
2871,1
2872,1
2873,13
2874,12
2875,16
2876,18
2877,44
2878,2
2879,38
2880,1
2881,9
2882,3
2883,15
2884,56
2885,1
2886,37
2887,1
2888,1
2889,9
2890,3
2891,8
2892,9
2893,5
2894,14
2895,18
2896,1
2897,1
2898,1
2899,9
2900,12
2901,10
2902,15
2903,41
2904,3
2905,14
2906,4
2907,80
2908,3
2909,1
2910,2
2911,26
2912,4
2913,2
2914,18
2915,9
2916,10
2917,7
2918,34
2919,1
2920,4
2921,3
2922,3
2923,7
2924,5
2925,9
2926,54
2927,22
2928,49
2929,5
2930,1
2931,4
2932,84
2933,8
2934,1
2935,1
2936,2
2937,28
2938,39
2939,6
2940,17
2941,4
2942,5
2943,11
2944,21
2945,6
2946,10
2947,78
2948,3
2949,4
2950,3
2951,22
2952,11
2953,3
2954,4
2955,1
2956,2
2957,54
2958,230
2959,9
2960,1
2961,5
2962,17
2963,42
2964,2
2965,2
2966,6
2967,52
2968,75
2969,37
2970,4
2971,33
2972,19
2973,110
2974,15
2975,119
2976,4
2977,38
2978,76
2979,1
2980,4
2981,46
2982,14
2983,3
2984,41
2985,5
2986,12
2987,14
2988,9
2989,6
2990,141
2991,3
2992,5
2993,3
2994,20
2995,1
2996,4
